Serial No.,Course Type,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty,Subject Code / Name,Section
4178,RE/PE/THESIS,b566fd5273f588b90ec9947d971866480e1d01b7a4a9c85c8feb3c1a554fc0f9,13d4fdea844e4718745ca6e6f878fa29016b21ce37ca712d13e738a5bbc0f500,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],03/08/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4179,RE/PE/THESIS,f2915f80fe19a09dd22b9807133ad64619fec35868b92b8700af44bbea729ee9,e774594ff8bbe2f68cc78093fb02e51769722064824cdc128ff6fc2aa465e87f,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],03/08/24,Jyotsna Bapat,IP 901/20,T124-JB-IP901-20
4180,RE/PE/THESIS,c3d4003c4bfa3f96c44bbdc19a44682bc79a27842a0e3d6deccc56a17867dc36,17da103919e09ff797fc41ea9b65c4df10b6b950d96e82ed3568ce0c22f99900,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4181,RE/PE/THESIS,3db9cb5dab47500225b8ff300730dcec6ff5c7a4c86a927090ed04641feaf92f,14c7cf02114eea9535303d0864a0eae3bf53a8106acae0b388b6e64305190f08,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],06/08/24,V Ramasubramanian,IP 901/20,T124-VRAM-IP901-20
4182,RE/PE/THESIS,23894458eab6b81483f09b156827626a90eac3611a5a2099b7c6896b761e1837,d356c8efd340fa30bd69d3fc4e0855b1d4b38cc43b6c9b2ea8e6c83eafb13de9,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4183,RE/PE/THESIS,582c53a6f32a350eb6dc8d6832c83f77dc3dc48171393cbc38cd2121356a6d18,e845b50491718d222332b5b750752698a1091273df108f66d2a6844a3f9f2a2d,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],07/08/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4184,RE/PE/THESIS,41321bfd10a41bbf4830669925a85ce4e8cffd953ace38aa6c13202fc08516fd,4a124d991d922705121e3a3844fb9f94cc85c024e308dc9f050cfcbcc6e55530,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],05/08/24,Ashok Balakrishnan,IP 901/20,T124-BA-IP901-20
4185,RE/PE/THESIS,4fb236c968cf6635d97467e8e8f7e9fbd7eb27be2048537b5eaef61d911c0149,b9f67b3fcbbe7029bddf3d7a845fb340f3342f41a38b758fe8e17ccabdf2f952,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],28/07/24,Muralidhara V N,IP 901/20,T124-MVN-IP901-20
4186,RE/PE/THESIS,d72e333a635256862fe2939758f01b902a2ca65963ea713f27d1fb1017ed6a63,6aa76b17f4b4e777a8b65b8503020486cbef2474bd237fd8b333e0ca31bb4597,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Ashok Balakrishnan,IP 901/20,T124-BA-IP901-20
4187,RE/PE/THESIS,a2857e4cf16af58de14b12a6447ea95c3c2c12ab918986fb9136d693d29da3d6,b199e23f3dbbfc596646f3b0ad90dd3ffd3436b94466860bdb1c9fb5e2eb89d3,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],07/08/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4188,RE/PE/THESIS,409af949d1aa00df03a9dab5c23a21945b59641d9f226d7ac4d1d0198e7f9a8f,94157a186409b199a40ea3339ddf292f15d4af3508526519f89e201385b2b42c,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4189,RE/PE/THESIS,5b86a0c48f65da87961fcbe904d20b6f235fb5995bc25a4115035c8a07eaf1b4,fc62e6590234253b0430ea4d3b90f410fef57bfe4761f7267c326f7bccc19bd0,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Manisha Kulkarni,IP 901/20,T124-MKUL-IP901-20
4190,RE/PE/THESIS,d5279bce946f25002aac0e72502338a3a1ee11c21ab19ab0e67bfb8195452f8e,3ee497e8e1a2ccc9a114dfc6ace4dff81be1ece75eee8ef3e7bf00753ecacc59,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],04/08/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4191,RE/PE/THESIS,bf340f31de2091cb4069123991fb5fd31d78b3d0a0bd24a0847806cae7372470,4cb8c289a8478390c359ab0b825414af00c067602d5d10d78db6228968c46fef,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4192,RE/PE/THESIS,ecb6fa146b2e0d14531082c4197caa87c0b32ce8412dc9303d36ca641ea6b8bc,24851583f2db791d7a092fd36b020e4e835bc70a26f2fe84cb22abb6f324e2b4,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4193,RE/PE/THESIS,ce9cab69c5d38a4a86ced67c52703dfb86241b49d7e4dec473208b2dd4924e3f,2c7cd4e6326e2705607cb79acde9140e27157eea353bbc8bf116961a48c8cf70,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4194,RE/PE/THESIS,a3182435516e8f2c4e1ffce9b67804211ec6effa6d5cab03b6878ba685e9ba94,c209286cde8fce2fdbedeeb5a39b590bdc64c7acb159a17250014390c7b26180,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4195,RE/PE/THESIS,a3fae887cb506e5ddf6919bb18029719deb89a776e89773e00086b7de783543b,c3be0fe568f38ae5fd5f6ea7b1810e77dd54c05f5ed5a176cb31ed657462a7e9,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Ramesh Kestur,IP 901/20,T124-RK-IP901-20
4196,RE/PE/THESIS,a9d9058ac9f7971c105c7550dcab9e718fbb34e7d0efd9ee46b0645f42acf138,f9f97e7e3a9927545f09f270654b645bf31c49bd844adc2dbd838428bae416fd,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,V Ramasubramanian,IP 901/20,T124-VRAM-IP901-20
4197,RE/PE/THESIS,d9897b61d982c20db5e2dbbb8e862a7149cef1ba1638ce73cca25d601a2f613c,20197df7b2ceeb53c488a05de9a51ecb52e69e5d72098b6e05c0852af0e9a5f0,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4198,RE/PE/THESIS,6b12000f45c7d19d1c4b4ec5c97d1c05b4a7cd143689b8bc564bfe44ec162c63,74ccd4f24fc0eacb9e0c741235e2b96aecf66dd04c19d3384beab884ebb9cbf8,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4199,RE/PE/THESIS,277ba7d00522792b2e59b6414a81b5450124d963a106267522593c215958cf8d,430a65db7dff2d0904f0c9e7d8975f5152f54e77e5b2834a7ab573587f9ef604,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4200,RE/PE/THESIS,746ea0ed08f364ad21affecfa95b1747ae3d923dd76b780b5664e60c289cfdae,19ce5445bec2d626763635e8ccf1d51d42ca429f06e46f5358cace1461804de1,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4201,RE/PE/THESIS,da60839c4be7ccddf164eb3505e383bf1588ac050079e8f1c3f965fc42201748,dc2d339f82dbadb065c3093ac317de3c91b51239bb64187384873e42ca7bee42,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],05/08/24,Ashok Balakrishnan,IP 901/20,T124-BA-IP901-20
4202,RE/PE/THESIS,d5b21164e40c7b4fd51a16ae4e1869f485523b5f9f7808cd8149b92797960d56,6fc4e28ac8e1825710d2040ba186be5b41225dca9724d62657a5eafaeb4503d9,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4203,RE/PE/THESIS,6f7625745c6ba884bed4a88c919700eee34d4a826dbeacd9b3eefc23aafce45a,bbd2eb6801f702ac65d2346189ee51e161e7b325f2c2815738d77b436a584b4f,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4204,RE/PE/THESIS,fccb9861089cf835bb369526ff077262432e2d536a686e0631f1702764b7bdb5,dd889a842dd27ea475d0dea41223a61778112d3d3efb37afabcada2fa0a8927f,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],27/07/24,V Sridhar,IP 901/20,T124-VS-IP901-20
4205,RE/PE/THESIS,dbc4d333253607904525fba8e9730c4f639528de6ec613bb906dc835d54b76b8,50b96ac36ee460c80446620376c768fb14654dadcd95a775634b4ac9f6128b0c,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],02/08/24,Ramesh Kestur,IP 901/20,T124-RK-IP901-20
4206,RE/PE/THESIS,f1616e0955279400b1e20b1da8a15afc11aa81d2c8c72d3671b9d4517e9b7dcf,296abbd6e5f672a71bfc7a040d0acd6b9681cb1591fce11d5eb8e5de29b1e37e,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Ashok Balakrishnan,IP 901/20,T124-BA-IP901-20
4207,RE/PE/THESIS,a03fb3e6e3cf334116781e0d370d90416cce6546b44cbae9b8deff96a75c2391,e20f8bbf5ca6a51cb3264ae4a9ff21236c9db5525dba88d3f4d6862dc79eab6c,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],06/08/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4208,RE/PE/THESIS,ca300d226e7524a7df0fcb25ffb0b579283fb5adadcf2cf9e9c52121762da501,a2884928e205270b0a788686fab7f6cfbb4f22f7d4cf7641eeaa01a4999ba678,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],02/08/24,V Ramasubramanian,IP 901/20,T124-VRAM-IP901-20
4209,RE/PE/THESIS,0c68936f986e489f82a5017a7c585c087f02dbb1fbdd9321e33c44901516a202,a57df33376a12274fa839b69f63bbc63b85b4340abf118b0f907e5f317af36db,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],07/08/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4210,RE/PE/THESIS,70cf5c7489904b749877e421bc5477859a675c9cab0444d61e840cf58b6075ce,439347e5c2757963acb4832b92076ea2439d23df3efdc42bd95c98eb2bb3d3d8,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4211,RE/PE/THESIS,582e5f6bc7844ffbc6a564c7e8b750162844ab638e6d677b0021a9962832dc76,18e496861824d5b984509858aae586b569fee14a3657fb94011977a5230d0a44,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4212,RE/PE/THESIS,8952f14d742f46157b857d2e5697653a7740cd81c21b930632fd8057620964e3,8393ef83d18c8c127cd421bd644efd3ef0b9ab5895c0d399d45365b43b1fefaf,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],06/08/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4213,RE/PE/THESIS,6197045641eedeb5f010b022635b271a06b48aa316063e70fa8e6d15e7963be5,8987353396b03ab1e2838e32167f07875b86467c95c475f4b79b9aa33ba59d63,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4214,RE/PE/THESIS,674a27f74678828ea4a88cb56ddbc1b78d4c6d618e9bf3e4f375085dd382a12b,994e9550056fd6346576d666c37a10f938f7890f919e6f66e0fbc0af64606bc4,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,V Ramasubramanian,IP 901/20,T124-VRAM-IP901-20
4215,RE/PE/THESIS,c9a7114a5aef447df270ad37d34d77b81150af8c97cb99b9ff78b54fb9ae35fd,287f757949d902c4f5082fa795525163be821e40454f0e58c4098222bb706652,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],31/07/24,Vinod Reddy,IP 901/20,T124-VR-IP901-20
4216,RE/PE/THESIS,6214c516fb17f678037dcae60f507fe61c197ff3ddb813534decf31a7d2297c2,1a2e6622d7249ac05e1961d298527a6ffaa3444a5fc634736491139a417d8a5d,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],07/08/24,Soma Dhavala,IP 901/20,T124-SUS-IP901-20
4217,RE/PE/THESIS,a3ec22da6041ea443ceb8417927cb3dc9869fbcacafe724049e3a5dc48994098,1b331a28d1d1ac72650953852eca8ade81e33910b3ca7225585520627c340866,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],30/07/24,Meenakshi D Souza,IP 901/20,T124-MDS-IP901-20
4218,RE/PE/THESIS,4ab12906a9318a6933b4497b0be1de5630a13bd31284b1275b04d17e72faf4c2,8ea2734d3b0b46584fe1c49a2208453423d653d94f90b8b5e94dff4dcb58579f,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Vinod Reddy,IP 901/20,T124-VR-IP901-20
4219,RE/PE/THESIS,430e772cf1d5d6d06164f3989cfb3caf78b8516fb27507d41282146c9de951e3,9fa8c7aa043843305693988e88c54447de8dc8cf88bc4ed1cad77c9d1e637b3d,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],02/08/24,Ramesh Kestur,IP 901/20,T124-RK-IP901-20
4220,RE/PE/THESIS,50a7d68337776793e3c569f4cc96f63df361e129db687d42fec29d8bc52df1c4,3ca61599993d5f11ff9c1adbfca575d66e88bf5caa1720c489cd883a022633d9,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Vinod Reddy,IP 901/20,T124-VR-IP901-20
4221,RE/PE/THESIS,a321b1bc82b6f30703849cc7d4ad1d7f6399cb07be5ab6626b02257b5ef4f575,e8e152271c515245ccf2217d8dba7ff218a1b8e93afcf9cfed0733051270c2db,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],31/07/24,Raghuram Bharadwaj,IP 901/20,T124-RB-IP901-20
4222,RE/PE/THESIS,660a859b7f4345efd0198828279598cd8d9597874f3d095823222ce0377b0fe6,f5666d31196c2a2772f6cdca689f94cf18f93bccc3a32ca49076eeaab0aabcc8,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Madhav Rao,IP 901/20,T124-MR-IP901-20
4223,RE/PE/THESIS,ac3e917a96ddef11fa7e932ed2600b2d38c2274f091c3235c770f8b665ecf313,eb2d97fe4f9cb4ce2d675639f24bee797d6bd2853c44078f77a04ef27660ed4f,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],31/07/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4224,RE/PE/THESIS,21c70adf7b7f5bb77e14cf2bd50283798d876713af9e6161ca1ec6870a30f18e,341ceabc71e14a68476a929e470875cd1f052e1586fa0fc4d95d4b119280eba6,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],06/08/24,Raghuram Bharadwaj,IP 901/20,T124-RB-IP901-20
4225,RE/PE/THESIS,d700adf687b8adcf56d7887c29d987e0169f7ecdbdf0146a345ed282f1149260,930a35eafc6c4ac2369f76377d22e2429877653edcddccc7221ffd8f6513c579,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4226,RE/PE/THESIS,8e9c68bd356958efce0c0ea78600f4bbd801cce3d4def63fb1e425addfeec9f9,8a89f0da3e767b787ce608b726930926f61900394fff11a8653e200bb3a0e361,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],31/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4227,RE/PE/THESIS,78fd07e86ace05d5ee8da49689453afbd124ef63fdfcc6ce9cdefaa8a24295f7,5c43e88c15921b889ab20ff2489202ab635d96679d1a081cac544822ceb78e0b,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4228,RE/PE/THESIS,6e33c94408f9630c2f4b66bc6de8539b06976f2504d4df7a0d64de1ad034652a,25eedafc9089182c3f7b1a61d1ae1d832faf01d1fdbaa633ecf8e0beb6f5eb69,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],07/08/24,Soma Dhavala,IP 901/20,T124-SUS-IP901-20
4229,RE/PE/THESIS,7b460363abf8dbf389c0482bba647bc5457043b39bc8102e4b540d2bfc1a3318,dbd81b58abffcb6b6189c7024e9b19be79f1f5491bd6e8db9dd7e12337d30b76,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Meenakshi D Souza,IP 901/20,T124-MDS-IP901-20
4230,RE/PE/THESIS,443fe3d5f2054575b79afd01eb90a5197ef3c0072be1ca30c3c42284328f12df,96698e3d7d42257f9f4bcacfcfbd8b0c4b00fd5b2aad5af733c5701202e1e3ae,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],05/08/24,Ramesh Kestur,IP 901/20,T124-RK-IP901-20
4231,RE/PE/THESIS,56b5bbbcb8e3e2e74b0ecb633e5a78d55ccb1e959cc8afc59adf260db6994754,36b53c7b52a506490b3172c7962b3fdaf66f7e4afa2c9654109d33c4b983aacd,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4232,RE/PE/THESIS,7e6e299c14c3f3d8b2bf5265bfad4f016449556b9ff7a8ee54cdabaca11702e9,57320dba0c3516052a8043876e0baa9c9a7187211a2899bfe932ac25f2f1f4e2,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4233,RE/PE/THESIS,1c602512f1f77e8ded5a92f7f3e0ef0e110e45b0bca3b6e09560472cc1f5851b,eb22aa252f4af3ff07b61cde090eef9aa6731abaaa1cff166e315810405738e7,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],04/08/24,Thangaraju B,IP 901/20,T124-TB-IP901-20
4234,RE/PE/THESIS,b17d754cab8b94ee20f16cbb63c0d913eef5554a218c2c2bef593c53095bee9c,60b5b0a2477086523bf192b122f407a4cfe88263df0c86e4e2a1e362293f4aa5,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],29/07/24,Dinesh Babu,IP 901/20,T124-DB-IP901-20
4235,RE/PE/THESIS,21aef1d13a2d6393fbb621fa6ec19bb316426aa2861641a3a092810e2b23a01a,df817431636349d4b6f79c3f4ddae0dd8614eaa9723beacc919e7eab28c6ff20,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],31/07/24,Vivek Yadav,IP 901/20,T124-VY-IP901-20
4236,RE/PE/THESIS,a09c00116d0d4fa4a9e45054971e554b4874cc7c5eaabe81c0caa4d5eb8412a0,f48d0c00538d79b28d6e7aedf055c55a40aae1ca9e3148feee8f0e1e67d1578d,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4237,RE/PE/THESIS,f4755457fee523c6d7f9e8c002004b7fcb215b954f6bbfa1c4f4a40523141e2a,39a8a386180d519d335e4c432eed8cc0293a9bd9377714610e5658e543677bd5,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],30/07/24,Viswanath G,IP 901/20,T124-VG-IP901-20
4238,RE/PE/THESIS,f775c021a8e4b04bdc8243ee85d6fd8595a4711c399f58f4cabf2b82cc25ac54,004831b8e0f9a2995ff925afe5ac98e53eb6125750f69181948f1835fa9eee7f,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],29/07/24,Uttam Kumar,IP 901/20,T124-UK-IP901-20
4239,RE/PE/THESIS,cb9d8cba892df299bff76b0168a94fccda91d724a4c930df373be71fa77f8939,d1cf5afa208d290a72e4232830936b4b8a4e793b438dc50defed060d3ef37c7b,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Ramesh Kestur,IP 901/4,T124-RK-IP901-4
4240,RE/PE/THESIS,77d3383cb742952703e2bb18d4dc128de98eb755a36bd111362e3c01b3094ff3,e1e3339ce619282b7b18c7a447991ce3ec47ff19ee210e42b60c16cbc2e36b70,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],06/08/24,Ramesh Kestur,IP 901/4,T124-RK-IP901-4
4241,RE/PE/THESIS,a3fae887cb506e5ddf6919bb18029719deb89a776e89773e00086b7de783543b,c3be0fe568f38ae5fd5f6ea7b1810e77dd54c05f5ed5a176cb31ed657462a7e9,Integrated Master of Technology CSE,2020-25 iMtech,Term I [2024-25],31/07/24,Ramesh Kestur,IP 901/4,T124-RK-IP901-4
4242,RE/PE/THESIS,7cf89208974eb3512bb34c0fd3b3d8018126db57a99e262fbfcd708e86c4e5c4,01e7f3c12d3af443b8583c48c97fb2f3e45a48ede7fc33626476bec48fe9d827,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,01/08/24,Srinath Srinivasa,IP 901/4,T124-SRI-IP901-4
4243,RE/PE/THESIS,08ea0e0cf9e43ac27055ab8a4364f13b47af3fad0457ef25b1f2227ea10d53f9,ed40d2c393da6396505b71b9f67fb658da6a2a852b639f5a5ebda2681e4488de,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,29/07/24,Srinath Srinivasa,IP 901/4,T124-SRI-IP901-4
4244,RE/PE/THESIS,e557e3c49fad8d1aa8bdc6f6133bd5b01ce4f59e6fa9bc9c4f6dbd95a052a8e3,2e36ba2bc0457dca83479f8a114f6286f4438c0ece8dc1dc336471830b9f26f9,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,01/08/24,Srinath Srinivasa,IP 901/4,T124-SRI-IP901-4
4245,RE/PE/THESIS,640f6fbc95fb3d5be62c8a61c36dfa338f1b1e1937ccd3047aaa3eb2bed3d8d7,36b5976a901e5467c0ea9a2a1283b45f65d428cf45d06b75b25efbc678dc89f8,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,01/08/24,Thangaraju B,IP 901/4,T124-TB-IP901-4
4246,RE/PE/THESIS,933dfe392d7680474a5816e99dcd0dbdac36e6fd3b8b3a4ffd01a9ea41c0d5ff,f46b6ba4f1e452349c4ffbd4a42a56955eac54fd63e65bce21334dd8d707649f,Integrated Master of Technology ECE,2020-25 iMtech ECE,Term I [2024-25],30/07/24,Srinath Srinivasa,IP 901/8,T124-SRI-IP901-8
4247,RE/PE/THESIS,3859fb1d13b306c9b1e57793ea215915dfd5adcb704846582ccba2f3dbfc1d70,bf9cedee8c2c9a742b0c18c503a3d7fd1c6fb977815fb2ccfb1483884a2e92a9,Master of Science By Research,MS Batch of 2022,Term I [2024-25],30/07/24,Srinath Srinivasa,IT 989/12,T124-SRI-989-12
4248,RE/PE/THESIS,8ffd5823f5f940d8b363e611ff4ac062f6ea92b3d4669cb561510802fdbf8681,a537a66cc831573f5be8edc1202543de8df6939e1ddc088a67ae4a8545ee4911,Master of Science By Research,MS Batch of 2022,Term I [2024-25],24/07/24,Jyotsna Bapat,IT 989/12,T124-JB-989-12
4249,RE/PE/THESIS,611e5f0da34611553dc9152f544a49823d6fd3daecbe9b10ce91aedf61793663,c4c9ec573ea1078ae51e2d62aa203052fbbfc07f6d499c0a70bdc70a494f6ed9,Master of Science By Research,MS Batch of 2022,Term I [2024-25],26/07/24,Madhav Rao,IT 989/12,T124-MR-989-12
4250,RE/PE/THESIS,7942338c691d796546046ed1e826f8c568f533c1ba327f02b398caa482a15bb1,8c10f897202a217ff0cbeb60b80777a4dc4d13612205eebc539d4597df5316d0,Master of Science By Research,MS Batch of 2022,Term I [2024-25],07/08/24,Madhav Rao,IT 989/12,T124-MR-989-12
4251,RE/PE/THESIS,b7664316b3824ddc0b5700f052778cadaff9ff5ad99039fd645a949d240b0b9e,226938325fb587f34589cc195d3fb556370c2c29e76c7cf90d12e8fb8848358c,Master of Science by Research-Part time,2023,Term I [2024-25],07/08/24,Muralidhara V N,IT 989/12,T124-MVN-989-12
4252,RE/PE/THESIS,a03f2bbe4e83b043b2d33adf8d0fd349066e98b18e19277bb42a10b964641847,feb85e45cf84914eb5a683feed3274a848f344561f5e1c5dfd18410779454d73,Master of Science By Research,MS Batch of 2023,Term I [2024-25],29/07/24,Kurian Polachan,IT 989/12,T124-KP-989-12
4253,RE/PE/THESIS,a0fd2a2a32c5a24f0a340b57650ecb9e605bb21ef7b2b76b68d8fd1b409c71f6,500bafb9237ed0d1021539161c206839dcb2ef0e49a4001db74743787818c054,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Viswanath G,IT 989/12,T124-VG-989-12
4254,RE/PE/THESIS,bc29fd5d9d672a2ece1f973a1262b49337fd2c0c95ac88451819907930b3071b,df26ca26d7e5700c9115e1e650190e85bbb387c9ffdc07ace055a070300f4ae3,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Srinath Srinivasa,IT 989/12,T124-SRI-989-12
4255,RE/PE/THESIS,77838bde055ba2116bcca10dda9fad247b437fe11ed36494f0fe5cf98665eae6,bfba5166fb4be90111e861d460859b1b55885673ef68103d23c1c92bb40fab8a,Doctor of Philosophy,PhD Batch of 2019,Term I [2024-25],29/07/24,Uttam Kumar,IT 989/12,T124-UK-989-12
4256,RE/PE/THESIS,eabf7ab965d051f76b8335e56b113cf5e58a8bd9392197894cb7f650e94363f1,f747d242a5f2e95ed6c61a9b6d753e3646bcf6530305ee198e9c6cf033608175,Doctor of Philosophy-Part time,2019,Term I [2024-25],06/08/24,Meenakshi D Souza,IT 989/12,T124-MDS-989-12
4257,RE/PE/THESIS,c3a0d13f41298aced50ae54b8108c62b7e425a8d2b71dc2c58aa12bd6681ce16,bc2a1cf91b9ee001e253844293a542ddf00ef8dd42098fe58ccfb8475297ac92,Doctor of Philosophy,PhD Batch of 2022,Term I [2024-25],26/07/24,Jyotsna Bapat,IT 989/12,T124-JB-989-12
4258,RE/PE/THESIS,fad1e0668b7e708f0393c4efd5ede19dfbe0e56c384abe318b6d58a0ab41ee3c,973b15ac04d3cc1999abf25e9d3f354cf42e37cbed9580c5550948d0e3b70670,Master of Science By Research,MS Batch of 2022,Term I [2024-25],05/08/24,Nanditha Rao,IT 989/16,T124-NR-989-16
4259,RE/PE/THESIS,3790a0f8d84258845e87265413d8d4885a3788dde744c44d652857b79355b6d0,eee0f0701dff8f228a7fefd596c6c79e1162baf5701654ff3758ce55b63e8d8e,Master of Science By Research,MS Batch of 2022,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,IT 989/16,T124-JSN-989-16
4260,RE/PE/THESIS,932c52ac59c2e3dd50f1ab0ae022927e6a89d9415c73989d266f4da955b7b8e6,e8dc01ce416bb4c4aa5b13b7a2137cbbfbff67392403e93c95a798613c233135,Master of Science By Research,MS Batch of 2022,Term I [2024-25],30/07/24,Madhav Rao,IT 989/16,T124-MR-989-16
